ID,Exp,R2,Eaten
1,C,0,0.0
1,C,1,1.6688363226573273
1,C,3,1.7669752113421886
1,C,6,1.7308349387686617
1,C,12,1.8507065098470963
1,C,25,1.8592771490805475
2,C,0,0.0
2,C,1,1.6309030099862707
2,C,3,1.7750496539803635
2,C,6,1.9202354563821824
2,C,12,2.0111252162483857
2,C,25,2.087569296224611
3,C,0,0.0
3,C,1,1.6553533411762267
3,C,3,1.683314976364993
3,C,6,1.8513088995356082
3,C,12,1.8390574379891933
3,C,25,1.8345292491664091
4,C,0,0.0
4,C,1,1.4716537845263986
4,C,3,1.7961882327589302
4,C,6,1.8876064565075732
4,C,12,1.9280730721041488
4,C,25,1.7353608468741144
5,C,0,0.0
5,C,1,1.3799785767858328
5,C,3,1.8679901668838028
5,C,6,1.7878527466450824
5,C,12,1.8413559748024901
5,C,25,1.7543702531002956
6,C,0,0.0
6,C,1,1.6704793940729032
6,C,3,1.8088122229369943
6,C,6,2.036754979870461
6,C,12,2.0783950478617257
6,C,25,2.072906048984886
7,C,0,0.0
7,C,1,1.6643373476096266
7,C,3,1.8329998576958515
7,C,6,1.8779137709183553
7,C,12,1.9454821757156167
7,C,25,1.9131230431887982
8,C,0,0.0
8,C,1,1.6186141960704283
8,C,3,1.574815576186036
8,C,6,1.8243488947231208
8,C,12,1.756568059736079
8,C,25,1.7981706961918036
9,C,0,0.0
9,C,1,1.5098516624879155
9,C,3,1.731630817809492
9,C,6,1.6499891323282272
9,C,12,1.7302398219255757
9,C,25,1.811353817098009
10,C,0,0.0
10,C,1,1.4690146791343965
10,C,3,1.7426244151050374
10,C,6,1.9469929888915545
10,C,12,2.071560124353142
10,C,25,2.024775967706253
11,C,0,0.0
11,C,1,1.7106622839559138
11,C,3,1.726882941592429
11,C,6,1.8624092304478248
11,C,12,1.8993982108246141
11,C,25,1.9040819014305712
12,C,0,0.0
12,C,1,1.4534680767676438
12,C,3,1.6959365184596797
12,C,6,1.772676366516025
12,C,12,1.8624868617826253
12,C,25,1.856632151518644
13,C,0,0.0
13,C,1,1.5960085240371669
13,C,3,1.813874077487953
13,C,6,1.7411940383826385
13,C,12,1.6753939624201968
13,C,25,1.6095073167097402
14,C,0,0.0
14,C,1,1.902697909369767
14,C,3,1.8236020559306287
14,C,6,2.1797197756240987
14,C,12,2.0187380772631665
14,C,25,2.088622222487999
15,C,0,0.0
15,C,1,1.5260942972916491
15,C,3,1.8846267040541436
15,C,6,1.8614386965609249
15,C,12,1.9774473835521937
