ID,Exp,R2,Eaten
1,C,0,0.0
1,C,1,1.473863864949731
1,C,3,1.638525935043286
1,C,6,1.7163125635311582
1,C,12,1.7538954854339628
1,C,25,1.8797854694012113
2,C,0,0.0
2,C,1,1.5098516624879155
2,C,3,1.731630817809492
2,C,6,1.6499891323282272
2,C,12,1.7302398219255757
2,C,25,1.811353817098009
3,C,0,0.0
3,C,1,1.7808674630403076
3,C,3,2.2350691766809843
3,C,6,2.1838679399936263
3,C,12,2.056799535250935
3,C,25,2.164202628315572
4,C,0,0.0
4,C,1,1.7686972837247257
4,C,3,1.9979166215941677
4,C,6,2.177409250125372
4,C,12,2.1860105400819694
4,C,25,2.063419942501288
5,C,0,0.0
5,C,1,1.8159061182031537
5,C,3,2.1881445652436637
5,C,6,2.0674447755646668
5,C,12,2.187298840262348
5,C,25,2.169992092323797
6,C,0,0.0
6,C,1,1.582508131230847
6,C,3,1.800569771693491
6,C,6,1.8502513150560183
6,C,12,1.8173416339708934
6,C,25,1.857677030334974
7,C,0,0.0
7,C,1,1.6687957194786396
7,C,3,2.234771655553717
7,C,6,2.214998668778099
7,C,12,2.087096733808738
7,C,25,2.218282139510495
8,C,0,0.0
8,C,1,1.3495727437126552
8,C,3,1.4089547032329595
8,C,6,1.5257372966697187
8,C,12,1.6604817488063317
8,C,25,1.5963523969336413
9,C,0,0.0
9,C,1,1.661384465172473
9,C,3,1.8785528425966698
9,C,6,1.7718623815294736
9,C,12,1.8147647555572588
9,C,25,1.863069843776682
10,C,0,0.0
10,C,1,1.4193998957762333
10,C,3,1.6126412670929178
10,C,6,1.909786058819799
10,C,12,1.712981344241046
10,C,25,1.7531923545644488
11,I+,0,0.0
11,I+,1,2.0936051840642516
11,I+,3,2.207492089614291
11,I+,6,2.223043735648898
11,I+,12,2.2494041996125307
11,I+,25,2.206197598433202
12,I+,0,0.0
12,I+,1,1.4308486712027721
12,I+,3,1.497250724996943
12,I+,6,1.676566598165203
12,I+,12,1.6960414852094743
12,I+,25,1.6931033562296742
13,I+,0,0.0
13,I+,1,1.5820691854845044
13,I+,3,1.663759424038666
13,I+,6,1.8786808166730657
13,I+,12,1.8580037209760563
13,I+,25,1.9189716997757145
14,I+,0,0.0
14,I+,1,1.2828929122222654
14,I+,3,1.5964531831732172
14,I+,6,1.4902306041521611
14,I+,12,1.6431447178905592
14,I+,25,1.4081310186001759
15,I+,0,0.0
15,I+,1,1.7408116134048097
15,I+,3,1.940418258287455
15,I+,6,2.065381242065371
15,I+,12,1.9677362492749175
15,I+,25,1.9850954935680627
16,I+,0,0.0
16,I+,1,1.5039217715308477
16,I+,3,1.6710750854425525
16,I+,6,1.7362947160807212
16,I+,12,1.9247846852503254
16,I+,25,1.7930850571496113
17,I+,0,0.0
17,I+,1,1.980525824060068
17,I+,3,2.180369657425305
17,I+,6,2.3735013071595996
17,I+,12,2.4305715445293843
17,I+,25,2.686065182384237
18,I+,0,0.0
18,I+,1,1.6101066962185184
18,I+,3,1.9587932334778926
18,I+,6,2.019660290834641
18,I+,12,2.088701662434798
18,I+,25,1.9953628368528586
19,I+,0,0.0
19,I+,1,1.837641595979141
19,I+,3,2.020221472426839
19,I+,6,2.1205947251670145
19,I+,12,2.127632705073013
19,I+,25,2.14108402002451
20,I+,0,0.0
20,I+,1,1.6455633699881105
20,I+,3,1.9459161245282692
20,I+,6,2.1064780173277655
20,I+,12,1.9784955120441505
20,I+,25,2.0920482848020163
21,I-,0,0.0
21,I-,1,1.5831926711421804
21,I-,3,1.7814833900010487
21,I-,6,1.70878934727142
21,I-,12,1.7059673923492094
21,I-,25,1.759552123632497
22,I-,0,0.0
22,I-,1,1.422810961809288
22,I-,3,1.732206480241422
22,I-,6,1.7398462753385113
22,I-,12,1.752536066359841
22,I-,25,1.71848144185058
23,I-,0,0.0
23,I-,1,1.5411092519999596
23,I-,3,1.728749210656822
23,I-,6,1.7134015409792398
23,I-,12,1.9651659895539655
23,I-,25,1.8610115851555065
24,I-,0,0.0
24,I-,1,1.7748187695105448
24,I-,3,1.9111925555496083
24,I-,6,2.23263551013505
24,I-,12,2.13419409135753
24,I-,25,2.15767141169964
25,I-,0,0.0
25,I-,1,1.8318575975925002
25,I-,3,2.0613544184823676
25,I-,6,2.136068511437054
25,I-,12,2.1724537312516725
25,I-,25,2.146583679171139
26,I-,0,0.0
26,I-,1,1.5439995205281374
26,I-,3,1.6339812390316775
26,I-,6,1.825695196523985
26,I-,12,1.6667397674747595
26,I-,25,1.8526475353726428
27,I-,0,0.0
27,I-,1,1.5892324648388798
27,I-,3,1.8363887611748981
27,I-,6,2.0165178002649573
27,I-,12,1.7209217102320573
27,I-,25,2.072211738080371
28,I-,0,0.0
28,I-,1,1.638659631132074
28,I-,3,1.7978806811873214
28,I-,6,1.8314394110231254
28,I-,12,1.9087132207859006
28,I-,25,1.707244904604716
29,I-,0,0.0
29,I-,1,1.6914596355481468
29,I-,3,1.9534737584813027
29,I-,6,1.9560598144076946
29,I-,12,2.0049601297501423
29,I-,25,2.418225061525762
30,I-,0,0.0
30,I-,1,1.6571879921165584
30,I-,3,1.9591571886736043
30,I-,6,2.3533805721383336
30,I-,12,2.2838216436750365
30,I-,25,2.1354522965629497
