ID,Exp,R2,Eaten
1,C,0,0.0
1,C,1,1.6376802109867248
1,C,3,2.0065104784953607
1,C,6,1.7253259480685452
1,C,12,2.14458255841778
1,C,25,1.9467087268674497
2,C,0,0.0
2,C,1,1.7896493138576393
2,C,3,1.8603465611976877
2,C,6,2.129127435895265
2,C,12,1.7756216432620373
2,C,25,1.9836622829981503
3,C,0,0.0
3,C,1,1.3609674791010997
3,C,3,1.4957618895289582
3,C,6,1.4816649494746255
3,C,12,1.643932952242961
3,C,25,1.8188314298898476
4,C,0,0.0
4,C,1,1.5724968214144799
4,C,3,1.9128460718460951
4,C,6,1.7755293005332866
4,C,12,1.767245317921392
4,C,25,1.8794258153033743
5,C,0,0.0
5,C,1,1.5138355497193825
5,C,3,1.7906599542013872
5,C,6,1.7873211816572234
5,C,12,1.748908149844278
5,C,25,1.8064539746259665
6,C,0,0.0
6,C,1,1.9047357210993534
6,C,3,2.085018344492827
6,C,6,2.3486131970831905
6,C,12,2.1181521297347263
6,C,25,2.393939037868348
7,C,0,0.0
7,C,1,1.5677438916932556
7,C,3,1.631573723855821
7,C,6,1.729894091870941
7,C,12,1.6709828856693314
7,C,25,2.035253073514352
8,C,0,0.0
8,C,1,1.5761188631433904
8,C,3,1.7055662390006603
8,C,6,1.7928975468070751
8,C,12,1.8798087407869442
8,C,25,1.9876861997229665
9,C,0,0.0
9,C,1,1.442171963434333
9,C,3,1.568036516970156
9,C,6,1.7449870347396355
9,C,12,1.5013781150780083
9,C,25,1.730001734667651
10,C,0,0.0
10,C,1,1.5921220191550594
10,C,3,1.6397340291746347
10,C,6,1.8553987491303419
10,C,12,1.9657408824189142
10,C,25,1.9980506406795338
11,C,0,0.0
11,C,1,1.6004262992978808
11,C,3,1.9694440598085332
11,C,6,2.4007623658730592
11,C,12,2.1833216018387414
11,C,25,2.068815630827328
12,C,0,0.0
12,C,1,1.7545914310474489
12,C,3,1.8188236067486385
12,C,6,1.7911013237146443
12,C,12,1.869385441354876
12,C,25,2.153108554465543
13,C,0,0.0
13,C,1,1.7132497993561209
13,C,3,1.8872946660675882
13,C,6,2.029963114850539
13,C,12,2.1953003943091716
13,C,25,2.358281641999704
14,C,0,0.0
14,C,1,1.6112817141693818
14,C,3,2.1651290981809566
14,C,6,2.1103031159563104
14,C,12,2.0883515912611497
14,C,25,2.0708497545289264
15,C,0,0.0
15,C,1,1.645649435754861
15,C,3,2.0721851499768538
15,C,6,2.048416712638918
15,C,12,2.1708205643195453
15,C,25,2.1161400325237274
16,C,0,0.0
16,C,1,1.9842372348024
16,C,3,1.9484467103074006
16,C,6,2.1708301403216175
16,C,12,2.2331732754966884
16,C,25,2.158326619465516
17,C,0,0.0
17,C,1,1.962257224656961
17,C,3,2.199579678674532
17,C,6,2.2060742988200115
17,C,12,2.1641151282064985
17,C,25,2.173872453988564
18,C,0,0.0
18,C,1,1.723807855841504
18,C,3,1.9099855604921125
18,C,6,1.8049798634012804
18,C,12,1.850315868884099
18,C,25,2.02902502329925
19,C,0,0.0
19,C,1,1.5588963618834477
19,C,3,1.6859397229621735
19,C,6,1.956617581723759
19,C,12,1.911603483307702
19,C,25,1.8654226560492526
20,C,0,0.0
20,C,1,1.6186141960704283
20,C,3,1.574815576186036
20,C,6,1.8243488947231208
20,C,12,1.756568059736079
20,C,25,1.7981706961918036
21,C,0,0.0
21,C,1,1.7491793076924917
21,C,3,2.1874288778792144
21,C,6,2.1636771238430743
21,C,12,2.0225289798470425
21,C,25,2.0188267276298
22,C,0,0.0
22,C,1,1.6743880924897832
22,C,3,1.8685737461819336
22,C,6,1.942052600124224
22,C,12,2.018383078687184
22,C,25,1.9669805501129396
23,C,0,0.0
23,C,1,1.6447388163336345
23,C,3,1.9058408744102728
23,C,6,2.157918658659932
23,C,12,1.8742151479354952
23,C,25,2.00102819723112
24,C,0,0.0
24,C,1,1.435663189779982
24,C,3,1.7036439749967442
24,C,6,1.7877238956267882
24,C,12,1.8180501037598813
24,C,25,1.8596630001024297
25,C,0,0.0
25,C,1,1.7772829081879733
25,C,3,1.7324855487513426
25,C,6,1.8089061280162049
25,C,12,1.9482020238379987
25,C,25,1.9177668773552776
26,C,0,0.0
26,C,1,1.8207828376060846
26,C,3,1.991052960698142
26,C,6,2.225975317019801
26,C,12,2.241002183435393
26,C,25,2.1997785798542666
27,C,0,0.0
27,C,1,1.6498369302405056
27,C,3,1.8816710128254055
27,C,6,1.971686533759405
27,C,12,1.9081884234390971
27,C,25,1.942038175929368
28,C,0,0.0
28,C,1,1.925445622541206
28,C,3,2.08125727878686
28,C,6,2.197907082918729
28,C,12,2.1689947376828855
28,C,25,2.011216326687694
29,C,0,0.0
29,C,1,1.5255135507617161
29,C,3,1.5872862030851813
29,C,6,1.6276464196083766
29,C,12,1.6947910184172756
29,C,25,1.7371577546892205
30,C,0,0.0
30,C,1,1.5762203593827144
30,C,3,1.812522968892652
30,C,6,1.6449382523958511
30,C,12,1.7795626221350742
30,C,25,1.9078823618873695
31,C,0,0.0
31,C,1,1.5987568810641608
31,C,3,1.7069527358963767
31,C,6,2.125434451033943
31,C,12,1.9000537446966894
31,C,25,1.9884328069202235
32,C,0,0.0
32,C,1,1.619280925146412
32,C,3,2.0165572768173523
32,C,6,2.23612983973488
32,C,12,2.1704299360150086
32,C,25,1.9759941849743214
33,C,0,0.0
33,C,1,1.6582817921145572
33,C,3,1.7520942241178765
33,C,6,1.9086824773384843
33,C,12,1.8966839011450944
33,C,25,2.0685477254046387
34,C,0,0.0
34,C,1,1.6418496516431615
34,C,3,1.6117007364235245
34,C,6,1.7640832832009512
34,C,12,1.8686202247344454
34,C,25,1.850027057114159
35,C,0,0.0
35,C,1,1.7600111962797635
35,C,3,1.8403666446051132
35,C,6,2.0458889387099104
35,C,12,1.981790592400796
35,C,25,1.8252644298791962
36,C,0,0.0
36,C,1,1.5618102630637156
36,C,3,1.7475492437946336
36,C,6,1.9622488630239272
36,C,12,1.7182519386412303
36,C,25,1.8407808395875112
37,C,0,0.0
37,C,1,1.543641891984676
37,C,3,1.690260503760703
37,C,6,1.9104259929567198
37,C,12,1.769154953477689
37,C,25,1.8089270809703373
38,C,0,0.0
38,C,1,1.5989387838141564
38,C,3,1.7953464010366649
38,C,6,1.6894930597687277
38,C,12,2.0306089289751372
38,C,25,1.8577457688948469
39,C,0,0.0
39,C,1,1.5182703263072528
39,C,3,1.630711289159129
39,C,6,1.8198740994414426
39,C,12,1.7040854135281747
39,C,25,1.9545386054779337
40,C,0,0.0
40,C,1,1.6385977571672241
40,C,3,1.7574666097815963
40,C,6,1.8306102923889411
40,C,12,1.9445605233558978
40,C,25,1.983906388167506
41,C,0,0.0
41,C,1,1.669890586900689
41,C,3,1.85776392783351
41,C,6,1.9135511732223476
41,C,12,1.762077185491263
41,C,25,1.8210123427720781
42,C,0,0.0
42,C,1,1.5180027965795904
42,C,3,1.7532790514507475
42,C,6,1.9553824720729378
42,C,12,1.9129264729387006
42,C,25,1.8576019860436612
43,C,0,0.0
43,C,1,1.5685739091628514
43,C,3,1.646759933909422
43,C,6,1.8931731262914426
43,C,12,1.9268532459562917
43,C,25,1.7810868206604398
44,C,0,0.0
44,C,1,1.6346623839035388
44,C,3,1.8211519056386283
44,C,6,2.0857038901144374
44,C,12,1.8654641128739184
44,C,25,1.840947372945436
45,C,0,0.0
45,C,1,1.867635437492587
45,C,3,1.9371946349331504
45,C,6,1.739146310688963
45,C,12,1.9187504597715084
45,C,25,1.8701422525985694
46,C,0,0.0
46,C,1,1.8723913516334003
46,C,3,2.1531434024956844
46,C,6,2.3892485137496915
46,C,12,2.1835419731198304
46,C,25,2.1442110566923693
47,C,0,0.0
47,C,1,1.5934209923258509
47,C,3,1.6753175097131796
47,C,6,1.6323101083589444
47,C,12,2.0000387619554636
47,C,25,1.8976239683897187
48,C,0,0.0
48,C,1,1.6345787384478667
48,C,3,2.1343638910817817
48,C,6,2.0816701738813648
48,C,12,2.2065109002494654
48,C,25,2.0638680404689387
49,C,0,0.0
49,C,1,1.828394851023823
49,C,3,1.9743099801998067
49,C,6,2.0496850722543773
49,C,12,2.2507836850674905
49,C,25,2.170617202206341
50,C,0,0.0
50,C,1,1.7372031586620562
50,C,3,1.8038721441868941
50,C,6,1.8669934037599019
50,C,12,2.1289922812503805
50,C,25,2.223583756552664
51,C,0,0.0
51,C,1,1.8651324262552285
51,C,3,2.176724843345203
51,C,6,2.098710692827277
51,C,12,2.11402324300069
51,C,25,2.176737131196355
52,C,0,0.0
52,C,1,1.4700544010344778
52,C,3,1.7529736873982884
52,C,6,1.7916783583892366
52,C,12,1.7745767964204604
52,C,25,1.6972119165490893
53,C,0,0.0
53,C,1,1.4022519597911023
53,C,3,1.403411408455716
53,C,6,1.598434803380187
53,C,12,1.5135358395982523
53,C,25,1.5978218726289295
54,C,0,0.0
54,C,1,1.5307944117892154
54,C,3,1.704561547346534
54,C,6,1.6383446747980681
54,C,12,1.725706617948341
54,C,25,1.9696740693047863
55,C,0,0.0
55,C,1,1.779825054141226
55,C,3,2.108332613588032
55,C,6,2.1669822501395433
55,C,12,2.1120582220126463
55,C,25,2.09382734037089
56,C,0,0.0
56,C,1,1.6335225425757296
56,C,3,1.6788359637717285
56,C,6,1.8057341797958786
56,C,12,1.9466294395914174
56,C,25,2.045889426647156
57,C,0,0.0
57,C,1,1.318374933078421
57,C,3,1.4709451959111035
57,C,6,1.5686687558089862
57,C,12,1.5058871545989783
57,C,25,1.582403006220819
58,C,0,0.0
58,C,1,1.6431789567015083
58,C,3,2.0038435642293146
58,C,6,1.9815633445635867
58,C,12,2.058007090147662
58,C,25,2.1464846823372943
59,C,0,0.0
59,C,1,1.7070925361984808
59,C,3,1.9642666372266202
59,C,6,2.0764020387389612
59,C,12,2.0372389144570167
59,C,25,1.9807303710816646
60,C,0,0.0
60,C,1,1.5284656681832087
60,C,3,2.05510593784366
60,C,6,1.9901351492942774
60,C,12,1.9800420274473391
60,C,25,2.1335278556123374
61,C,0,0.0
61,C,1,1.7011116928861232
61,C,3,2.0177887263196714
61,C,6,1.939357512126835
